Legal_Name,Trade_Name,Tax_Registration_Number,Country_Code,Account_Creation_Date,Is_Active,Entity_ID
Alpha Services Ltd,Alpha Services,TAX-526673,FR,2023-09-25 03:26:39,FALSE,CUST_1538
Gamma Manufacturing Corp,Gamma Manufacturing,TAX-377405,IN,2021-12-18 03:26:39,TRUE,CUST_5192
Iota Consulting Corp,Iota Consulting,TAX-344312,AE,2021-11-07 03:26:39,FALSE,CUST_3267
Kappa Logistics PVT,Kappa Logistics,TAX-806423,FR,2021-10-18 03:26:39,FALSE,VEND_2847
Alpha Trading PK,Alpha Trading,TAX-836833,IN,2024-09-01 03:26:39,FALSE,CUST_3785
Xi Manufacturing LLC,Xi Manufacturing,TAX-837880,US,2026-05-24 03:26:39,TRUE,CUST_4597
Omega Tech Inc,Omega Tech,TAX-530816,AE,2022-08-10 03:26:39,TRUE,CUST_8538
Phi Trading PK,Phi Trading,TAX-820219,DE,2025-01-28 03:26:39,FALSE,VEND_5702
Omicron Services Inc,Omicron Services,TAX-476479,US,2023-09-07 03:26:39,TRUE,VEND_8529
Sigma Consulting S.A.,Sigma Consulting,TAX-651002,GB,2024-08-22 03:26:39,TRUE,VEND_3120
Nu Trading PK,Nu Trading,TAX-240384,GB,2023-08-04 03:26:39,TRUE,VEND_9747
Theta Distribution PK,Theta Distribution,TAX-691655,US,2025-07-21 03:26:39,TRUE,VEND_2702
Tau Distribution Ltd,Tau Distribution,TAX-613358,IN,2022-02-13 03:26:39,TRUE,CUST_1803
Mu Tech PVT,Mu Tech,TAX-966286,FR,2024-08-02 03:26:39,TRUE,VEND_6319
Epsilon Logistics PVT,Epsilon Logistics,TAX-125071,PK,2023-05-13 03:26:39,FALSE,VEND_4694
"Alpha Tech PVT	",Alpha Tech  ,TAX-281201,AE,2025-03-13 03:26:39,TRUE,VEND_6985
Delta Tech Corp,Delta Tech,TAX-203550,US,2023-03-14 03:26:39,FALSE,VEND_4309
Phi Services Inc,Phi Services,TAX-690579,FR,2022-08-08 03:26:39,FALSE,VEND_7033
Lambda Services Corp,Lambda Services,TAX-945619,PK,2024-06-28 03:26:39,TRUE,CUST_9369
Beta Logistics PK,Beta Logistics,TAX-123572,DE,2022-02-23 03:26:39,FALSE,VEND_8649
Iota Manufacturing PVT,Iota Manufacturing,TAX-734366,FR,2025-11-25 03:26:39,TRUE,CUST_4590
Iota Consulting S.A.,Iota Consulting,TAX-792561,US,2022-10-26 03:26:39,FALSE,CUST_4018
Chi Tech S.A.,Chi Tech,TAX-762423,PK,2021-11-07 03:26:39,TRUE,VEND_6237
Eta Trading S.A.,Eta Trading,TAX-246991,GB,2025-05-16 03:26:39,FALSE,CUST_5938
Eta Services Corp,Eta Services,TAX-847581,AE,2024-02-29 03:26:39,FALSE,CUST_9527
Rho Manufacturing LLC,Rho Manufacturing,TAX-656379,DE,2025-04-24 03:26:39,FALSE,CUST_4596
Kappa Manufacturing LLC,Kappa Manufacturing,TAX-785491,IN,2022-10-04 03:26:39,TRUE,CUST_8003
Iota Manufacturing LLC,Iota Manufacturing,TAX-264686,PK,2025-06-05 03:26:39,TRUE,CUST_2387
Sigma Consulting Corp,Sigma Consulting,TAX-151295,PK,2025-07-27 03:26:39,TRUE,CUST_5009
Omicron Distribution Pakistan,Omicron Distribution,TAX-884225,DE,2023-06-25 03:26:39,FALSE,VEND_7264
Rho Services Inc,Rho Services,TAX-688508,PK,2022-05-21 03:26:39,FALSE,VEND_4271
Tau Distribution Inc,Tau Distribution,TAX-605382,US,2024-12-14 03:26:39,TRUE,CUST_8372
Omicron Manufacturing PVT,Omicron Manufacturing,TAX-274418,GB,2023-08-21 03:26:39,FALSE,VEND_2442
Epsilon Services PVT   ,"Epsilon Services	",TAX-112439,AE,2021-12-06 03:26:39,FALSE,VEND_5302
Omega Logistics S.A.,Omega Logistics,TAX-409963,AE,2024-01-20 03:26:39,FALSE,CUST_4016
"Omicron Manufacturing Corp
","Omicron Manufacturing	",TAX-122390,FR,2024-04-13 03:26:39,FALSE,VEND_6956
Tau Services LLC   ,"Tau Services	",TAX-645009,US,2024-04-18 03:26:39,TRUE,VEND_4728
Psi Manufacturing Ltd,Psi Manufacturing,TAX-269087,PK,2025-09-29 03:26:39,TRUE,CUST_3873
Gamma Consulting Ltd,Gamma Consulting,TAX-498458,FR,2022-01-02 03:26:39,TRUE,VEND_9275
Sigma Distribution PVT,Sigma Distribution,TAX-328994,DE,2022-10-17 03:26:39,TRUE,CUST_3357
Gamma Consulting Ltd,Gamma Consulting,TAX-691353,PK,2023-03-23 03:26:39,FALSE,CUST_9498
Psi Trading S.A.,Psi Trading,TAX-551601,PK,2024-08-25 03:26:39,FALSE,CUST_5965
Nu Services Inc,Nu Services,TAX-188025,FR,2023-12-31 03:26:39,TRUE,CUST_5713
Chi Manufacturing Pakistan,Chi Manufacturing,TAX-603268,GB,2023-11-26 03:26:39,FALSE,VEND_2040
Kappa Distribution Inc,Kappa Distribution,TAX-571578,AE,2024-06-12 03:26:39,TRUE,VEND_4471
Chi Services PVT,Chi Services,TAX-608069,DE,2024-11-01 03:26:39,TRUE,VEND_8795
"Lambda Services Ltd Corp	","Lambda Services	",TAX-693643,IN,2023-09-29 03:26:39,FALSE,CUST_7513
Chi Tech LLC,Chi Tech,TAX-515623,GB,2023-06-21 03:26:39,TRUE,CUST_1209
Chi Consulting LLC,Chi Consulting,TAX-395192,IN,2023-12-12 03:26:39,FALSE,VEND_1620
Tau Manufacturing Pakistan,Tau Manufacturing,TAX-938373,IN,2024-06-01 03:26:39,TRUE,CUST_4412
Nu Tech S.A.,Nu Tech,TAX-457455,PK,2024-04-29 03:26:39,FALSE,VEND_7543
Psi Trading Corp,Psi Trading,TAX-952924,IN,2024-11-27 03:26:39,FALSE,CUST_4677
Theta Manufacturing Pakistan,Theta Manufacturing,TAX-427252,PK,2025-10-28 03:26:39,FALSE,VEND_3091
Iota Distribution Inc,Iota Distribution,TAX-614178,DE,2024-04-19 03:26:39,TRUE,VEND_7690
Epsilon Consulting Inc,Epsilon Consulting,TAX-414922,PK,2025-03-13 03:26:39,FALSE,CUST_9480
Chi Distribution Corp,Chi Distribution,TAX-379766,PK,2021-12-26 03:26:39,TRUE,VEND_8324
Nu Distribution Inc,Nu Distribution,TAX-593554,PK,2025-04-13 03:26:39,FALSE,CUST_6493
Chi Logistics Corp,Chi Logistics,TAX-568288,IN,2022-06-24 03:26:39,TRUE,CUST_3389
Psi Tech LLC,Psi Tech,TAX-184714,AE,2022-12-28 03:26:39,TRUE,CUST_1977
Chi Consulting LLC,Chi Consulting,TAX-738720,FR,2025-06-10 03:26:39,TRUE,VEND_4695
Omega Tech Corp,Omega Tech,TAX-545807,US,2022-04-10 03:26:39,TRUE,VEND_4803
Kappa Tech Pakistan,Kappa Tech,TAX-309795,GB,2024-02-23 03:26:39,FALSE,VEND_9268
Omicron Logistics Pakistan,Omicron Logistics,TAX-744718,GB,2024-11-10 03:26:39,TRUE,VEND_4982
Kappa Logistics Corp,Kappa Logistics,TAX-299254,FR,2025-09-28 03:26:39,FALSE,CUST_5012
Phi Manufacturing LLC,Phi Manufacturing,TAX-892682,FR,2023-02-12 03:26:39,TRUE,VEND_5895
Nu Trading LLC,Nu Trading,TAX-593869,DE,2023-09-07 03:26:39,TRUE,VEND_4276
Delta Trading Inc,Delta Trading,TAX-985364,PK,2025-10-26 03:26:39,FALSE,VEND_2577
Nu Tech Pakistan   ,Nu Tech  ,TAX-994303,GB,2023-12-02 03:26:39,FALSE,VEND_2951
Chi Consulting Ltd,Chi Consulting,TAX-844904,FR,2025-05-27 03:26:39,FALSE,VEND_6950
"Nu Tech Corp	","Nu Tech	",TAX-794668,PK,2023-09-27 03:26:39,TRUE,VEND_7652
Pi Tech LLC,Pi Tech,TAX-352792,GB,2022-10-28 03:26:39,TRUE,CUST_3890
Lambda Trading LLC,Lambda Trading,TAX-961574,FR,2022-08-23 03:26:39,FALSE,VEND_8434
Psi Distribution LLC,Psi Distribution,TAX-491330,DE,2022-04-16 03:26:39,TRUE,VEND_8799
Eta Distribution Pakistan,Eta Distribution,TAX-255528,US,2022-05-31 03:26:39,TRUE,CUST_2970
Omega Manufacturing PVT   ,Omega Manufacturing  ,TAX-349136,DE,2022-01-01 03:26:39,FALSE,CUST_6919
Xi Logistics Corp,Xi Logistics,TAX-956375,GB,2024-06-10 03:26:39,TRUE,CUST_7225
Omicron Services Corp,Omicron Services,TAX-576769,US,2024-12-30 03:26:39,FALSE,CUST_3930
"Lambda Services PVT
","Lambda Services	",TAX-701253,GB,2022-06-03 03:26:39,FALSE,CUST_7206
Omicron Logistics PVT,Omicron Logistics,TAX-536740,DE,2023-06-06 03:26:39,TRUE,CUST_9510
Tau Tech Inc,Tau Tech,TAX-131244,US,2025-03-05 03:26:39,TRUE,VEND_5673
Delta Logistics PVT,Delta Logistics,TAX-201414,AE,2021-08-25 03:26:39,FALSE,VEND_6400
Mu Services Corp,Mu Services,TAX-227257,PK,2021-12-16 03:26:39,TRUE,VEND_7407
Mu Distribution Ltd,Mu Distribution,TAX-373943,IN,2022-06-21 03:26:39,TRUE,CUST_8317
Gamma Consulting PK,Gamma Consulting,TAX-358568,FR,2022-11-23 03:26:39,FALSE,CUST_2419
Epsilon Tech PK,Epsilon Tech,TAX-984027,FR,2023-05-01 03:26:39,FALSE,CUST_7088
Xi Tech Corp,Xi Tech,TAX-533914,AE,2021-10-05 03:26:39,FALSE,VEND_2029
Gamma Manufacturing PVT,Gamma Manufacturing,TAX-424398,PK,2025-01-05 03:26:39,FALSE,CUST_5003
Delta Consulting PK,Delta Consulting,TAX-351083,US,2025-01-18 03:26:39,TRUE,CUST_4943
Lambda Trading Inc,Lambda Trading,TAX-664570,AE,2026-03-11 03:26:39,FALSE,VEND_2875
Theta Logistics Corp,Theta Logistics,TAX-768933,PK,2026-02-08 03:26:39,TRUE,CUST_2253
Omicron Logistics Corp,Omicron Logistics,TAX-991884,FR,2021-11-22 03:26:39,FALSE,CUST_6617
Nu Tech Ltd,Nu Tech,TAX-580290,AE,2025-07-11 03:26:39,TRUE,CUST_1408
Kappa Distribution Pakistan,Kappa Distribution,TAX-530849,AE,2024-04-02 03:26:39,FALSE,VEND_7524
Alpha Tech Pakistan,Alpha Tech,TAX-982495,DE,2024-04-08 03:26:39,FALSE,VEND_5215
"Lambda Services Inc
",Lambda Services  ,TAX-911242,FR,2022-12-13 03:26:39,FALSE,VEND_5872
Kappa Manufacturing PVT,Kappa Manufacturing,TAX-865416,IN,2025-01-23 03:26:39,TRUE,VEND_4598
Nu Distribution LLC,Nu Distribution,TAX-666366,PK,2026-05-20 03:26:39,FALSE,VEND_8144
Beta Trading PK,Beta Trading,TAX-345536,IN,2022-04-19 03:26:39,FALSE,CUST_4393
Chi Services Inc,Chi Services,TAX-927564,FR,2022-10-09 03:26:39,FALSE,VEND_4643
Eta Logistics Pakistan,Eta Logistics,TAX-425138,DE,2024-03-02 03:26:39,FALSE,CUST_7722
Phi Consulting Corp,Phi Consulting,TAX-260263,AE,2022-02-15 03:26:39,TRUE,VEND_8849
Xi Trading PK,Xi Trading,TAX-862847,AE,2022-02-12 03:26:39,FALSE,CUST_6985
Iota Services Inc,Iota Services,TAX-901164,PK,2023-03-04 03:26:39,FALSE,CUST_7897
Gamma Services LLC,Gamma Services,TAX-808011,IN,2025-01-30 03:26:39,FALSE,CUST_1855
Kappa Trading Ltd,Kappa Trading,TAX-438334,FR,2025-02-19 03:26:39,FALSE,CUST_9247
Pi Manufacturing LLC,Pi Manufacturing,TAX-691364,PK,2023-10-17 03:26:39,FALSE,VEND_2902
Zeta Trading PVT,Zeta Trading,TAX-730025,PK,2021-12-11 03:26:39,TRUE,VEND_7038
Chi Logistics Ltd,Chi Logistics,TAX-377312,US,2025-10-19 03:26:39,TRUE,VEND_8159
"Upsilon Manufacturing S.A.	","Upsilon Manufacturing	",TAX-327797,US,2025-11-02 03:26:39,TRUE,CUST_5974
Nu Services PK,Nu Services,TAX-575755,DE,2023-01-03 03:26:39,FALSE,CUST_9564
Pi Services Corp,Pi Services,TAX-824156,GB,2022-10-12 03:26:39,FALSE,VEND_6294
"Kappa Tech S.A.	",Kappa Tech  ,TAX-305171,PK,2022-07-31 03:26:39,FALSE,VEND_9704
Mu Tech Inc,Mu Tech,TAX-684801,PK,2025-04-28 03:26:39,TRUE,CUST_5934
Pi Manufacturing Corp,Pi Manufacturing,TAX-129824,US,2022-02-10 03:26:39,FALSE,VEND_3938
Delta Services PVT,Delta Services,TAX-462479,FR,2021-12-28 03:26:39,FALSE,CUST_9133
Tau Logistics Ltd,Tau Logistics,TAX-435209,GB,2022-07-07 03:26:39,TRUE,VEND_3668
Rho Distribution Pakistan,Rho Distribution,TAX-639292,IN,2023-07-20 03:26:39,FALSE,CUST_3017
"Psi Consulting LLC	",Psi Consulting  ,TAX-893928,GB,2026-02-20 03:26:39,TRUE,VEND_2148
Beta Trading PVT,Beta Trading,TAX-834891,AE,2023-10-31 03:26:39,TRUE,CUST_7909
Eta Distribution PK,Eta Distribution,TAX-956949,GB,2021-10-03 03:26:39,TRUE,VEND_6638
Beta Manufacturing Pakistan,Beta Manufacturing,TAX-208239,FR,2023-06-24 03:26:39,FALSE,CUST_2771
Mu Services S.A.,Mu Services,TAX-910143,IN,2025-04-21 03:26:39,TRUE,CUST_4264
Lambda Tech PK,Lambda Tech,TAX-344959,US,2025-04-06 03:26:39,TRUE,CUST_1079
Alpha Logistics PK,Alpha Logistics,TAX-661762,AE,2026-04-21 03:26:39,FALSE,VEND_8673
Beta Consulting Inc,Beta Consulting,TAX-100884,FR,2023-04-06 03:26:39,FALSE,CUST_5819
Chi Tech PK,Chi Tech,TAX-575575,US,2022-07-16 03:26:39,TRUE,CUST_9272
Omicron Tech PVT,Omicron Tech,TAX-100205,FR,2026-03-17 03:26:39,FALSE,VEND_6898
Omicron Manufacturing Pakistan,Omicron Manufacturing,TAX-234568,IN,2022-01-10 03:26:39,TRUE,VEND_9507
Sigma Services LLC,Sigma Services,TAX-197716,GB,2022-09-14 03:26:39,TRUE,VEND_1268
Mu Distribution PK,Mu Distribution,TAX-337288,DE,2025-04-23 03:26:39,FALSE,VEND_6952
Rho Logistics Pakistan,Rho Logistics,TAX-431845,PK,2024-03-25 03:26:39,FALSE,CUST_7814
Gamma Services Ltd,Gamma Services,TAX-599704,AE,2024-06-01 03:26:39,TRUE,CUST_9464
Eta Logistics PVT,Eta Logistics,TAX-326061,GB,2021-10-11 03:26:39,TRUE,VEND_3079
Gamma Trading Ltd,Gamma Trading,TAX-624203,US,2022-07-22 03:26:39,FALSE,VEND_5365
Delta Logistics Ltd,Delta Logistics,TAX-672092,US,2021-09-20 03:26:39,FALSE,CUST_4345
Psi Manufacturing Corp,Psi Manufacturing,TAX-310647,PK,2022-11-25 03:26:39,FALSE,VEND_1723
Theta Consulting Pakistan,Theta Consulting,TAX-435239,DE,2025-12-12 03:26:39,TRUE,VEND_7498
Mu Consulting PK,Mu Consulting,TAX-460857,US,2024-02-03 03:26:39,TRUE,CUST_3851
Gamma Manufacturing Pakistan,Gamma Manufacturing,TAX-947438,DE,2024-01-30 03:26:39,TRUE,CUST_2754
Omega Manufacturing Inc,Omega Manufacturing,TAX-840058,PK,2023-06-29 03:26:39,TRUE,CUST_5927
Gamma Tech Inc,Gamma Tech,TAX-674779,GB,2024-12-05 03:26:39,TRUE,CUST_6507
Theta Tech S.A.,Theta Tech,TAX-165858,US,2021-09-16 03:26:39,FALSE,VEND_3381
Rho Logistics LLC,Rho Logistics,TAX-957730,FR,2026-02-16 03:26:39,TRUE,VEND_6592
Nu Consulting S.A.,Nu Consulting,TAX-144284,IN,2021-10-07 03:26:39,FALSE,CUST_4047
Phi Consulting S.A.,Phi Consulting,TAX-324381,PK,2021-10-04 03:26:39,FALSE,CUST_4366
Eta Services S.A.,Eta Services,TAX-491329,US,2022-12-08 03:26:39,FALSE,VEND_3655
Upsilon Logistics LLC,Upsilon Logistics,TAX-785315,IN,2026-04-16 03:26:39,TRUE,VEND_4626
Omega Tech PK,Omega Tech,TAX-777558,US,2022-01-02 03:26:39,TRUE,CUST_9666
Alpha Manufacturing Corp,Alpha Manufacturing,TAX-315780,AE,2022-03-08 03:26:39,TRUE,VEND_6730
Eta Services Inc,Eta Services,TAX-407410,GB,2022-07-29 03:26:39,TRUE,VEND_3465
Theta Services Pakistan   ,"Theta Services	",TAX-329642,FR,2025-05-02 03:26:39,FALSE,VEND_5510
Pi Services LLC,Pi Services,TAX-593002,FR,2023-06-02 03:26:39,FALSE,VEND_8412
"Theta Trading S.A.
","Theta Trading	",TAX-384263,US,2025-12-25 03:26:39,FALSE,CUST_3262
Delta Manufacturing PK,Delta Manufacturing,TAX-991597,FR,2023-01-13 03:26:39,TRUE,CUST_8282
Lambda Trading S.A.,Lambda Trading,TAX-779776,AE,2022-05-16 03:26:39,TRUE,VEND_6826
"Psi Consulting LLC	",Psi Consulting  ,TAX-557925,IN,2025-10-22 03:26:39,TRUE,CUST_5164
Rho Services Corp,Rho Services,TAX-786393,FR,2023-11-04 03:26:39,FALSE,VEND_1886
Tau Services S.A.,Tau Services,TAX-139285,PK,2024-11-08 03:26:39,FALSE,VEND_2444
Tau Logistics Pakistan,Tau Logistics,TAX-416423,AE,2025-08-20 03:26:39,TRUE,VEND_8539
Sigma Trading S.A.,Sigma Trading,TAX-402865,PK,2025-05-08 03:26:39,FALSE,VEND_6395
Xi Manufacturing Corp,Xi Manufacturing,TAX-605339,AE,2022-09-05 03:26:39,FALSE,VEND_2006
"Chi Manufacturing LLC
","Chi Manufacturing	",TAX-777406,FR,2024-01-10 03:26:39,FALSE,VEND_5476
Delta Consulting S.A.,Delta Consulting,TAX-653349,FR,2024-08-23 03:26:39,FALSE,CUST_7694
"Tau Logistics Inc	",Tau Logistics  ,TAX-636361,FR,2021-09-02 03:26:39,FALSE,CUST_3724
Sigma Consulting LLC,Sigma Consulting,TAX-234913,US,2024-03-11 03:26:39,FALSE,VEND_6986
Epsilon Services PVT,Epsilon Services,TAX-764259,GB,2024-02-20 03:26:39,FALSE,VEND_2653
"Tau Distribution PK
","Tau Distribution	",TAX-875501,DE,2025-01-15 03:26:39,FALSE,CUST_5726
Tau Services Ltd,Tau Services,TAX-814827,IN,2023-04-26 03:26:39,TRUE,CUST_5776
"Chi Distribution Ltd
","Chi Distribution	",TAX-758765,US,2022-11-18 03:26:39,TRUE,VEND_9171
Zeta Logistics PVT,Zeta Logistics,TAX-572387,FR,2023-01-26 03:26:39,FALSE,CUST_6876
Rho Distribution Pakistan,Rho Distribution,TAX-274721,DE,2024-09-20 03:26:39,FALSE,VEND_9138
Omega Manufacturing Inc,Omega Manufacturing,TAX-207629,GB,2024-02-02 03:26:39,TRUE,VEND_6603
"Nu Consulting Ltd	","Nu Consulting	",TAX-127329,AE,2023-01-20 03:26:39,TRUE,VEND_3941
Tau Services Pakistan,Tau Services,TAX-587575,GB,2023-12-03 03:26:39,TRUE,VEND_9074
Delta Consulting LLC,Delta Consulting,TAX-302897,AE,2023-09-04 03:26:39,FALSE,CUST_2326
Omega Logistics S.A.,Omega Logistics,TAX-808029,GB,2023-09-18 03:26:39,TRUE,CUST_4266
Phi Trading PK,Phi Trading,TAX-810189,IN,2021-07-16 03:26:39,FALSE,VEND_6544
Epsilon Manufacturing S.A.,Epsilon Manufacturing,TAX-676510,PK,2024-11-30 03:26:39,FALSE,CUST_7185
Rho Logistics PK,Rho Logistics,TAX-846925,DE,2022-11-18 03:26:39,TRUE,VEND_5640
Chi Distribution Ltd,Chi Distribution,TAX-619389,US,2025-09-10 03:26:39,FALSE,VEND_6295
Tau Logistics Pakistan,Tau Logistics,TAX-631981,US,2024-08-29 03:26:39,FALSE,VEND_1100
Eta Services PK,Eta Services,TAX-827691,GB,2025-04-12 03:26:39,TRUE,CUST_7412
Nu Logistics PK,Nu Logistics,TAX-533911,GB,2022-01-12 03:26:39,TRUE,CUST_9322
Omega Distribution Inc,Omega Distribution,TAX-725905,GB,2024-11-29 03:26:39,TRUE,VEND_4177
Theta Trading Pakistan   ,Theta Trading  ,TAX-151021,US,2024-10-27 03:26:39,FALSE,CUST_8242
Nu Distribution S.A.,Nu Distribution,TAX-145649,FR,2024-03-25 03:26:39,FALSE,CUST_7792
Chi Trading LLC,Chi Trading,TAX-865344,GB,2023-06-25 03:26:39,TRUE,VEND_7436
Xi Services Corp,Xi Services,TAX-611945,PK,2024-11-14 03:26:39,FALSE,CUST_4174
Theta Services Corp,Theta Services,TAX-567432,AE,2024-03-16 03:26:39,FALSE,CUST_2690
Omega Manufacturing Corp,Omega Manufacturing,TAX-645209,AE,2022-08-08 03:26:39,TRUE,VEND_4961
Lambda Tech Pakistan,Lambda Tech,TAX-215830,US,2023-06-20 03:26:39,TRUE,VEND_5182
Lambda Logistics PVT,Lambda Logistics,TAX-806004,US,2023-05-27 03:26:39,TRUE,CUST_3901
"Alpha Consulting PVT	","Alpha Consulting	",TAX-342397,GB,2023-07-20 03:26:39,TRUE,VEND_2767
Zeta Manufacturing PK,Zeta Manufacturing,TAX-185916,GB,2021-09-01 03:26:39,TRUE,VEND_7244
Mu Manufacturing PVT,Mu Manufacturing,TAX-525146,DE,2025-04-11 03:26:39,TRUE,CUST_1600
Psi Distribution LLC,Psi Distribution,TAX-475075,DE,2025-10-21 03:26:39,FALSE,VEND_4143
Phi Trading S.A.,Phi Trading,TAX-410401,AE,2023-10-19 03:26:39,TRUE,CUST_2483
Xi Logistics Ltd,Xi Logistics,TAX-872343,AE,2022-01-05 03:26:39,FALSE,VEND_1152
Phi Consulting PK,Phi Consulting,TAX-734792,FR,2024-03-08 03:26:39,FALSE,CUST_7615
Sigma Distribution Inc,Sigma Distribution,TAX-220294,FR,2024-06-17 03:26:39,FALSE,CUST_7237
Mu Tech Inc,Mu Tech,TAX-810078,AE,2024-12-10 03:26:39,TRUE,VEND_1568
Eta Trading Pakistan,Eta Trading,TAX-410158,PK,2022-10-08 03:26:39,TRUE,CUST_7662
Theta Tech Pakistan,Theta Tech,TAX-402143,IN,2021-08-29 03:26:39,TRUE,CUST_5259
Phi Consulting Pakistan,Phi Consulting,TAX-501451,DE,2026-03-21 03:26:39,TRUE,VEND_6869
Beta Trading S.A.,Beta Trading,TAX-560767,DE,2023-06-21 03:26:39,TRUE,CUST_8705
Beta Tech Inc   ,"Beta Tech	",TAX-382967,GB,2025-02-25 03:26:39,TRUE,CUST_4707
Epsilon Consulting S.A.,Epsilon Consulting,TAX-666091,PK,2023-05-30 03:26:39,FALSE,VEND_6633
Theta Distribution S.A.,Theta Distribution,TAX-127560,AE,2023-04-18 03:26:39,FALSE,VEND_6772
Mu Services Ltd,Mu Services,TAX-899776,GB,2022-01-30 03:26:39,TRUE,VEND_9950
Mu Logistics Corp,Mu Logistics,TAX-262246,FR,2023-09-12 03:26:39,TRUE,CUST_3625
Mu Manufacturing LLC,Mu Manufacturing,TAX-667451,US,2026-01-05 03:26:39,FALSE,VEND_2857
Zeta Trading PVT,Zeta Trading,TAX-658453,FR,2025-02-09 03:26:39,FALSE,VEND_3772
"Iota Trading Inc
",Iota Trading  ,TAX-843596,FR,2021-12-22 03:26:39,TRUE,VEND_4984
Lambda Logistics Corp,Lambda Logistics,TAX-420214,US,2025-05-17 03:26:39,FALSE,CUST_1769
Sigma Services Pakistan,Sigma Services,TAX-836201,US,2026-02-22 03:26:39,TRUE,VEND_4279
Theta Logistics Inc,Theta Logistics,TAX-871411,PK,2023-08-08 03:26:39,FALSE,VEND_4903
Mu Consulting S.A.,Mu Consulting,TAX-688285,US,2025-03-11 03:26:39,FALSE,VEND_6651
Omega Distribution Corp,Omega Distribution,TAX-889759,FR,2022-02-18 03:26:39,TRUE,CUST_8839
Psi Manufacturing PVT,Psi Manufacturing,TAX-390119,IN,2024-05-20 03:26:39,TRUE,VEND_8802
Alpha Trading S.A.,Alpha Trading,TAX-972496,US,2023-10-11 03:26:39,TRUE,VEND_4827
Rho Trading S.A.,Rho Trading,TAX-899301,AE,2022-06-13 03:26:39,FALSE,VEND_2807
"Omicron Logistics Inc	","Omicron Logistics	",TAX-486649,IN,2024-10-16 03:26:39,TRUE,CUST_6690
Omicron Logistics S.A.,Omicron Logistics,TAX-430984,FR,2026-05-09 03:26:39,TRUE,CUST_2425
Omega Tech S.A.,Omega Tech,TAX-780714,AE,2025-06-04 03:26:39,FALSE,VEND_3662
Alpha Logistics PK,Alpha Logistics,TAX-287241,DE,2024-11-29 03:26:39,TRUE,CUST_9882
Gamma Tech PVT,Gamma Tech,TAX-446954,DE,2023-10-15 03:26:39,FALSE,CUST_7188
Theta Logistics S.A.,Theta Logistics,TAX-481657,GB,2025-07-23 03:26:39,TRUE,VEND_4470
Psi Manufacturing Inc,Psi Manufacturing,TAX-340062,US,2026-03-23 03:26:39,FALSE,CUST_3626
Phi Distribution Pakistan,Phi Distribution,TAX-542306,FR,2022-12-19 03:26:39,FALSE,CUST_6688
Gamma Consulting PVT,Gamma Consulting,TAX-243902,GB,2025-04-13 03:26:39,TRUE,CUST_6855
Omega Services Corp,Omega Services,TAX-699743,DE,2025-06-13 03:26:39,FALSE,VEND_4762
Gamma Trading PVT,Gamma Trading,TAX-570646,DE,2023-04-16 03:26:39,FALSE,VEND_3955
Mu Consulting PVT,Mu Consulting,TAX-235215,DE,2022-06-05 03:26:39,TRUE,CUST_4626
Epsilon Trading PK,Epsilon Trading,TAX-937302,PK,2025-10-13 03:26:39,TRUE,CUST_6138
Alpha Logistics Corp,Alpha Logistics,TAX-777366,GB,2021-11-11 03:26:39,TRUE,VEND_4228
Delta Tech PK,Delta Tech,TAX-817727,FR,2022-06-02 03:26:39,FALSE,CUST_8672
Mu Distribution Ltd,Mu Distribution,TAX-284654,PK,2023-01-29 03:26:39,FALSE,VEND_8033
Gamma Manufacturing Corp,Gamma Manufacturing,TAX-661147,FR,2022-05-07 03:26:39,TRUE,CUST_6482
Psi Distribution Pakistan,Psi Distribution,TAX-528705,AE,2025-10-20 03:26:39,TRUE,VEND_3753
Chi Tech Pakistan,Chi Tech,TAX-521947,FR,2024-09-28 03:26:39,TRUE,VEND_8625
"Omicron Tech Corp	",Omicron Tech  ,TAX-853240,FR,2024-03-31 03:26:39,FALSE,VEND_9259
Psi Logistics Ltd,Psi Logistics,TAX-620526,AE,2023-06-20 03:26:39,FALSE,VEND_9369
Gamma Distribution Corp,Gamma Distribution,TAX-805477,AE,2025-02-20 03:26:39,TRUE,VEND_5466
Nu Consulting PVT,Nu Consulting,TAX-482746,US,2023-03-29 03:26:39,TRUE,VEND_9991
Rho Trading PVT,Rho Trading,TAX-218327,IN,2024-08-21 03:26:39,TRUE,VEND_4510
Kappa Distribution PVT,Kappa Distribution,TAX-593821,GB,2022-09-11 03:26:39,FALSE,VEND_4070
Rho Tech Pakistan,Rho Tech,TAX-145548,FR,2023-06-06 03:26:39,FALSE,VEND_5888
Eta Services S.A.,Eta Services,TAX-286710,GB,2024-04-22 03:26:39,TRUE,VEND_3374
Sigma Consulting Ltd,Sigma Consulting,TAX-268746,DE,2021-08-28 03:26:39,FALSE,CUST_2879
Chi Services Pakistan,Chi Services,TAX-502491,IN,2022-04-03 03:26:39,TRUE,VEND_3742
Phi Distribution Inc,Phi Distribution,TAX-451291,US,2022-02-22 03:26:39,FALSE,VEND_3598
Rho Tech Corp   ,"Rho Tech	",TAX-720317,GB,2021-09-15 03:26:39,FALSE,CUST_7745
Omega Logistics Ltd,Omega Logistics,TAX-265722,IN,2026-03-28 03:26:39,FALSE,CUST_2710
Psi Trading PVT,Psi Trading,TAX-626195,IN,2022-12-21 03:26:39,FALSE,VEND_6653
